angDist_1,_RAJ2000_1,_DEJ2000_1,KIC_1,Kpmag_1,Q_1,Teff_1,E_Teff_1,e_Teff_1a,logg_1,E_logg_1,e_logg_1a,Mass_1,E_Mass_1,e_Mass_1a,Prot_1,E_Prot_1,Sph_1,E_Sph_1,Fl1_1,DMK_1,Fl2_1,Fl3_1,Fl4_1,Fl5_1,M17_1,Simbad_1,_RA_1,_DE_1,_RAJ2000_1a,_DEJ2000_1a,LAMOST,rmag,imag,zmag,SpT_1,Var,K,m_LAMOST,EWHa,ActHa,EWHb,ActHb,EWHg,ActHg,EWHd,ActHd,EWCaH,ActCaH,EWCaK,ActCaK,EWCa84,ActCa84,EWCa85,ActCa85,EWCa86,ActCa86,EWHeI,ActHeI,_RA_1a,_DE_1a,angDist_2,_RAJ2000_2,_DEJ2000_2,KIC_2,Kpmag_2,Q_2,Teff_2,E_Teff_2,e_Teff_2a,logg_2,E_logg_2,e_logg_2a,Mass_2,E_Mass_2,e_Mass_2a,Prot_2,E_Prot_2,Sph_2,E_Sph_2,Fl1_2,DMK_2,Fl2_2,Fl3_2,Fl4_2,Fl5_2,M17_2,Simbad_2,_RA_2,_DE_2,_RAJ2000_2a,_DEJ2000_2a,OT,Name,RAJ2000,DEJ2000,CaH2,CaH3,TiO5,SNR,SpT_2,Gmag,Ksmag,W2mag,E(B-V),Dist,RVel,[M/H],Cl,MCat,Gaia,WISEA,2M,Separation
0.092721,280.83411,42.9695511,7335603,14.75," 1-17",3697,44,50,4.804,0.035,0.025,0.462,0.026,0.029,15.11,1.14,2166.0,78.5,,,,,,0,M17,Simbad,280.83411,42.96955,280.834125,42.9695278,J184320.19+425810.3,14.93,14.11,,M0,,1,1,-0.072,N,0.12,N,0.185,N,0.041,N,-1.141,N,-2.201,N,-0.419,N,-1.415,N,-1.137,N,-0.228,N,280.83412,42.96953,0.05383,280.83411,42.9695511,7335603,14.75," 1-17",3697,44,50,4.804,0.035,0.025,0.462,0.026,0.029,15.11,1.14,2166.0,78.5,,,,,,0,M17,Simbad,280.83411,42.96955,280.83412,42.96953806,D,J184320.19+425810.3,280.83412,42.969538,0.687,0.841,0.731,187.9,dMs0.5,,,,,,-7,,u,0,Gaia,WISEA,2M,0.0
0.022948,283.76892,42.9974781,7341653,13.825," 2-17",3124,0,0,5.144,0.0,0.0,0.139,0.0,0.0,0.54,0.04,11133.5,1961.0,1,,0,0,,1,M17,Simbad,283.76892,42.99748,283.7689167,42.9974722,J185504.54+425950.9,,,,M3,,1,1,3.201,Y,5.292,Y,8.412,Y,5.752,Y,14.075,Y,10.998,Y,0.123,N,-0.394,N,-0.442,N,-0.242,N,283.76892,42.99747,1.44E-4,283.76892,42.9974781,7341653,13.825," 2-17",3124,0,0,5.144,0.0,0.0,0.139,0.0,0.0,0.54,0.04,11133.5,1961.0,1,,0,0,,1,M17,Simbad,283.76892,42.99748,283.76892,42.99747806,D,J185504.54+425950.9,283.76892,42.997478,0.47,0.685,0.479,322.5,dMs3.5,12.848,8.922,8.571,0.0,19,-3,,m,0,Gaia,WISEA,2M,0.0
0.005975,281.38504,43.01339,7417813,13.449," 0-17",3662,117,146,4.693,0.08,0.02,0.558,0.036,0.071,52.96,4.04,2825.6,51.6,,,0,0,,0,M17,Simbad,281.38504,43.01339,281.3850417,43.0133889,J184532.41+430048.2,,,,M3,,1,1,-0.182,N,-0.456,N,0.597,N,-0.035,N,-1.774,N,-3.518,N,0.011,N,-0.789,N,-0.467,N,-0.252,N,281.38504,43.01339,0.343692,281.38504,43.01339,7417813,13.449," 0-17",3662,117,146,4.693,0.08,0.02,0.558,0.036,0.071,52.96,4.04,2825.6,51.6,,,0,0,,0,M17,Simbad,281.38504,43.01339,281.38517,43.01339889,D,J184532.44+430048.2,281.38517,43.013399,0.552,0.792,0.539,466.7,dMr2.5,13.425,9.906,9.678,0.0,60,-114,,m,0,Gaia,WISEA,2M,0.0
0.025958,287.7518,43.0540239,7432573,13.0," 0-17",4040,126,154,4.702,0.083,0.033,0.538,0.059,0.066,18.86,2.44,958.6,30.8,,,,,,0,M17,Simbad,287.7518,43.05402,287.7517917,43.0540278,J191100.43+430314.5,,,,M0,,1,1,-0.458,N,-0.275,N,-0.942,N,1.411,N,-4.915,N,-1.978,N,-0.34,N,-1.291,N,-1.01,N,-0.364,N,287.75179,43.05403,3.6E-5,287.7518,43.0540239,7432573,13.0," 0-17",4040,126,154,4.702,0.083,0.033,0.538,0.059,0.066,18.86,2.44,958.6,30.8,,,,,,0,M17,Simbad,287.7518,43.05402,287.7518,43.05402389,D,J191100.43+430314.4,287.7518,43.054024,0.78,0.883,0.821,59.8,dKp7.5,15.526,12.415,12.258,0.02,236,-8,,m,0,Gaia,WISEA,2M,0.0
0.094457,291.9762,43.0379069,7445522,13.067," 1-17",3976,125,153,4.681,0.07,0.03,0.57,0.059,0.072,23.7,2.66,1471.7,41.0,,,,,,0,M17,Simbad,291.9762,43.03791,291.9761667,43.0379167,J192754.28+430216.5,,,,M1,,0,1,-0.742,N,-0.296,N,0.255,N,-2.141,N,-1.911,N,-11.421,N,-0.97,N,-1.372,N,-1.069,N,-0.34,N,291.97617,43.03792,0.044707,291.9762,43.0379069,7445522,13.067," 1-17",3976,125,153,4.681,0.07,0.03,0.57,0.059,0.072,23.7,2.66,1471.7,41.0,,,,,,0,M17,Simbad,291.9762,43.03791,291.97621,43.03791694,D,J192754.28+430216.5,291.97621,43.037917,0.852,0.921,0.862,33.3,dKr7.0,,,,,,,,u,0,Gaia,WISEA,2M,0.0
0.044637,293.7916,43.0564189,7451604,13.649," 1-17",4031,124,152,4.652,0.06,0.02,0.601,0.049,0.068,39.31,4.18,2222.3,47.8,,,0,0,,0,M17,Simbad,293.7916,43.05642,293.7915833,43.0564167,J193509.98+430323.1,,,,M0,,1,1,-0.328,N,0.055,N,0.671,N,-1.326,N,2.824,N,-0.522,N,-0.523,N,-1.547,N,-1.191,N,-0.257,N,293.79158,43.05642,3.6E-5,293.7916,43.0564189,7451604,13.649," 1-17",4031,124,152,4.652,0.06,0.02,0.601,0.049,0.068,39.31,4.18,2222.3,47.8,,,0,0,,0,M17,Simbad,293.7916,43.05642,293.7916,43.05641889,D,J193509.98+430323.1,293.7916,43.056419,0.738,0.884,0.75,116.5,dMs0.5,13.611,10.601,10.585,0.01,139,-15,,m,0,Gaia,WISEA,2M,0.0
0.492977,281.57132,43.1056711,7501618,14.915," 1-17",3646,58,65,4.836,0.04,0.036,0.445,0.028,0.046,26.3,2.31,1439.4,41.9,,,0,0,,0,M17,Simbad,281.57132,43.10567,281.5711667,43.10575,J184617.08+430620.7,15.06,14.27,,M0,,0,1,-0.18,N,-0.081,N,0.225,N,-0.731,N,-0.971,N,-1.674,N,-0.391,N,-1.282,N,-0.876,N,-0.384,N,281.57117,43.10575,0.488455,281.57132,43.1056711,7501618,14.915," 1-17",3646,58,65,4.836,0.04,0.036,0.445,0.028,0.046,26.3,2.31,1439.4,41.9,,,0,0,,0,M17,Simbad,281.57132,43.10567,281.57119,43.10576806,D,J184617.08+430620.7,281.57119,43.105768,0.67,0.835,0.711,192.5,dMs0.5,14.872,11.733,11.611,0.01,195,-51,,m,0,Gaia,WISEA,2M,0.0
0.511289,282.73096,43.1243711,7504049,14.899," 1-17",3893,54,62,4.713,0.027,0.017,0.548,0.025,0.025,38.24,2.71,1511.0,36.2,,,0,0,,0,M17,Simbad,282.73096,43.12437,282.7310417,43.1245,J185055.45+430728.2,14.96,14.4,,M0,,1,1,-0.316,N,0.099,N,-0.032,N,-0.848,N,-2.453,N,-3.07,N,-0.533,N,-1.332,N,-1.284,N,-0.022,N,282.73104,43.1245,0.575823,282.73096,43.1243711,7504049,14.899," 1-17",3893,54,62,4.713,0.027,0.017,0.548,0.025,0.025,38.24,2.71,1511.0,36.2,,,0,0,,0,M17,Simbad,282.73096,43.12437,282.73105,43.12451694,D,J185055.45+430728.2,282.73105,43.124517,0.794,0.912,0.819,161.9,dKs7.5,14.85,11.962,11.818,0.02,213,28,,m,0,Gaia,WISEA,2M,0.0
0.16674,286.71179,43.2111019,7593749,14.895," 1-17",3805,45,49,4.733,0.03,0.015,0.519,0.026,0.021,41.55,3.61,2069.5,45.8,,,,,,0,M17,Simbad,286.71179,43.2111,286.7117917,43.2110556,J190650.83+431239.8,,,,M0,,1,2,-0.277,N,-0.047,N,0.442,N,-0.576,N,-1.625,N,-2.568,N,-0.457,N,-1.465,N,-1.195,N,-0.384,N,286.71179,43.21106,0.12496,286.71179,43.2111019,7593749,14.895," 1-17",3805,45,49,4.733,0.03,0.015,0.519,0.026,0.021,41.55,3.61,2069.5,45.8,,,,,,0,M17,Simbad,286.71179,43.2111,286.71183,43.21108306,D,J190650.83+431239.8,286.71183,43.211083,0.693,0.853,0.705,88.1,dMr0.5,14.862,11.67,11.475,0.01,265,-36,,m,0,Gaia,WISEA,2M,0.0
0.04284,290.3815,43.2929881,7603200,12.925," 0-17",3846,77,84,4.738,0.052,0.024,0.505,0.036,0.04,19.12,1.87,1200.2,37.6,,,0,0,0,0,M17,Simbad,290.3815,43.29299,290.3815,43.293,J192131.56+431734.8,,,,M0,,0,1,-0.246,N,-0.073,N,-0.366,N,-0.859,N,-1.061,N,-2.131,N,-0.451,N,-1.416,N,-1.084,N,-0.102,N,290.3815,43.293,1.44E-4,290.3815,43.2929881,7603200,12.925," 0-17",3846,77,84,4.738,0.052,0.024,0.505,0.036,0.04,19.12,1.87,1200.2,37.6,,,0,0,0,0,M17,Simbad,290.3815,43.29299,290.3815,43.29298806,D,J192131.56+431734.7,290.3815,43.292988,0.775,0.885,0.816,325.8,dKp7.5,12.455,9.504,9.354,0.01,66,-21,,m,0,Gaia,WISEA,2M,0.0
0.216833,281.05396,43.3651011,7659402,15.225,14-17,3967,124,152,4.67,0.068,0.023,0.58,0.056,0.068,18.99,1.69,927.0,35.9,,,,,,0,M17,Simbad,281.05396,43.3651,281.0540417,43.3651111,J184412.97+432154.4,15.3,14.6,,M0,,1,1,-0.202,N,0.094,N,0.008,N,-0.859,N,-1.945,N,-2.89,N,-0.497,N,-1.335,N,-1.134,N,-0.081,N,281.05404,43.36511,0.334473,281.05396,43.3651011,7659402,15.225,14-17,3967,124,152,4.67,0.068,0.023,0.58,0.056,0.068,18.99,1.69,927.0,35.9,,,,,,0,M17,Simbad,281.05396,43.3651,281.05408,43.36513306,D,J184412.97+432154.4,281.05408,43.365133,0.712,0.86,0.809,168.7,sdMr0.0,15.184,12.11,11.937,0.02,209,5,,m,0,Gaia,WISEA,2M,0.0
0.25895,281.54861,43.39896,7660117,15.712," 1-17",3884,70,70,4.708,0.032,0.017,0.543,0.027,0.025,36.43,4.61,1828.0,47.6,,,0,0,,0,M17,Simbad,281.54861,43.39896,281.548625,43.3988889,J184611.67+432356.0,15.73,15.1,,M0,,1,1,-0.305,N,-0.094,N,-0.393,N,-1.031,N,-1.569,N,-2.496,N,-0.541,N,-1.53,N,-1.415,N,-0.148,N,281.54862,43.39889,0.246311,281.54861,43.39896,7660117,15.712," 1-17",3884,70,70,4.708,0.032,0.017,0.543,0.027,0.025,36.43,4.61,1828.0,47.6,,,0,0,,0,M17,Simbad,281.54861,43.39896,281.54865,43.39889806,D,J184611.67+432356.0,281.54865,43.398898,0.748,0.877,0.786,105.0,dMs0.0,15.617,12.699,12.645,0.02,373,-7,,m,0,Gaia,WISEA,2M,0.0
0.107583,295.01245,43.3264619,7692454,12.661," 0-17",3824,120,147,4.683,0.072,0.023,0.581,0.045,0.073,16.64,1.27,5937.4,188.4,,,0,0,,0,M17,Simbad,295.01245,43.32646,295.0124167,43.3264444,J194002.98+431935.2,,,,M1,,1,1,0.431,N,0.567,N,1.264,Y,0.134,N,2.387,Y,0.705,N,-0.322,N,-1.061,N,-0.974,N,-0.292,N,295.01242,43.32644,1.44E-4,295.01245,43.3264619,7692454,12.661," 0-17",3824,120,147,4.683,0.072,0.023,0.581,0.045,0.073,16.64,1.27,5937.4,188.4,,,0,0,,0,M17,Simbad,295.01245,43.32646,295.01245,43.32646194,D,J194002.98+431935.2,295.01245,43.326462,0.618,0.81,0.678,287.6,dMp1.5,12.58,9.335,9.15,0.01,53,9,,m,0,Gaia,WISEA,2M,0.0
0.749779,281.22501,43.4156989,7730659,14.544," 1-17",3886,62,69,4.739,0.028,0.035,0.553,0.032,0.043,32.38,2.41,2259.9,55.1,,,0,0,,0,M17,Simbad,281.22501,43.4157,281.22475,43.4156111,J184453.94+432456.2,14.59,14.06,,M0,,1,1,-0.241,N,-0.063,N,-0.079,N,-0.82,N,-2.075,N,-2.489,N,-0.504,N,-1.456,N,-1.174,N,-0.069,N,281.22475,43.41561,0.72373,281.22501,43.4156989,7730659,14.544," 1-17",3886,62,69,4.739,0.028,0.035,0.553,0.032,0.043,32.38,2.41,2259.9,55.1,,,0,0,,0,M17,Simbad,281.22501,43.4157,281.22475,43.41563,D,J184453.94+432456.2,281.22475,43.41563,0.756,0.883,0.811,210.3,dKp7.5,14.49,11.554,11.472,0.01,190,-14,,m,0,Gaia,WISEA,2M,0.0
0.026633,298.88742,43.4898681,7777570,14.931," 1-17",4009,139,153,4.676,0.07,0.03,0.567,0.059,0.065,19.93,1.46,3520.8,107.8,,,0,0,,0,M17,Simbad,298.88742,43.48987,298.8874167,43.4898611,J195532.98+432923.5,,,,M0,,1,1,0.38,N,0.382,N,0.386,N,-0.881,N,-2.023,N,-2.204,N,-1.388,N,-1.526,N,-1.361,N,-0.258,N,298.88742,43.48986,1.44E-4,298.88742,43.4898681,7777570,14.931," 1-17",4009,139,153,4.676,0.07,0.03,0.567,0.059,0.065,19.93,1.46,3520.8,107.8,,,0,0,,0,M17,Simbad,298.88742,43.48987,298.88742,43.48986806,D,J195532.98+432923.5,298.88742,43.489868,0.787,0.903,0.812,64.1,dKp7.5,14.714,11.876,11.834,0.07,259,-1,,m,0,Gaia,WISEA,2M,0.0
0.782885,283.24509,43.5942,7802933,14.457," 1-17",3698,73,73,4.775,0.044,0.024,0.479,0.034,0.034,35.92,2.78,2568.6,58.7,,,0,0,,0,M17,Simbad,283.24509,43.5942,283.2452917,43.5943611,J185258.87+433539.7,14.63,14.02,,M0,,1,1,-0.235,N,-0.06,N,-0.064,N,-0.577,N,-0.252,N,-2.557,N,-0.443,N,-1.432,N,-1.052,N,-0.152,N,283.24529,43.59436,0.834676,283.24509,43.5942,7802933,14.457," 1-17",3698,73,73,4.775,0.044,0.024,0.479,0.034,0.034,35.92,2.78,2568.6,58.7,,,0,0,,0,M17,Simbad,283.24509,43.5942,283.2453,43.594375,D,J185258.87+433539.7,283.2453,43.594375,0.669,0.845,0.699,181.5,dMs1.0,14.417,11.282,11.215,0.02,174,-28,,m,0,Gaia,WISEA,2M,0.0
0.825571,286.53934,43.51067,7809108,14.185," 1-17",3925,70,78,4.761,0.036,0.044,0.528,0.034,0.045,20.67,1.82,329.1,13.7,,,0,0,,0,M17,Simbad,286.53934,43.51067,286.5395,43.5104722,J190609.48+433037.7,,,,M0,,1,1,-0.346,N,-0.006,N,0.286,N,0.07,N,-2.277,N,-1.007,N,-0.712,N,-1.339,N,-1.273,N,0.153,N,286.5395,43.51047,0.796388,286.53934,43.51067,7809108,14.185," 1-17",3925,70,78,4.761,0.036,0.044,0.528,0.034,0.045,20.67,1.82,329.1,13.7,,,0,0,,0,M17,Simbad,286.53934,43.51067,286.53953,43.51049694,D,J190609.48+433037.7,286.53953,43.510497,0.877,0.918,0.901,45.3,dKr7.0,14.122,11.328,11.162,0.02,216,22,,m,0,Gaia,WISEA,2M,0.0
0.05881,289.82614,43.5916789,7816419,13.006," 0-17",4224,120,150,4.611,0.053,0.018,0.66,0.047,0.057,40.7,4.85,832.9,18.4,,,0,0,,0,M17,Simbad,289.82614,43.59168,289.826125,43.5916667,J191918.27+433530.0,,,,M0,,1,1,-0.161,N,0.009,N,0.065,N,-0.93,N,-2.835,N,-3.854,N,-0.329,N,-1.489,N,-0.846,N,-0.135,N,289.82612,43.59167,3.6E-5,289.82614,43.5916789,7816419,13.006," 0-17",4224,120,150,4.611,0.053,0.018,0.66,0.047,0.057,40.7,4.85,832.9,18.4,,,0,0,,0,M17,Simbad,289.82614,43.59168,289.82614,43.59167889,D,J191918.27+433530.0,289.82614,43.591679,0.824,0.926,0.819,219.2,dKr7.5,12.953,10.141,10.111,0.01,112,-107,,m,0,Gaia,WISEA,2M,0.0
0.754531,299.47134,43.55814,7849441,14.097," 1-17",4046,127,159,4.653,0.06,0.024,0.599,0.054,0.066,18.73,1.41,1625.2,52.5,,,0,0,,0,M17,Simbad,299.47134,43.55814,299.4711667,43.5579722,J195753.08+433328.7,,,,M0,,1,2,-0.151,N,-0.181,N,-0.551,N,-1.258,N,-2.441,N,-2.223,N,-0.616,N,-1.65,N,-1.339,N,-0.235,N,299.47117,43.55797,0.687272,299.47134,43.55814,7849441,14.097," 1-17",4046,127,159,4.653,0.06,0.024,0.599,0.054,0.066,18.73,1.41,1625.2,52.5,,,0,0,,0,M17,Simbad,299.47134,43.55814,299.47119,43.55798306,D,J195753.08+433328.7,299.47119,43.557983,0.745,0.882,0.792,126.2,dMs0.0,14.025,11.059,11.044,0.03,248,-9,,m,0,Gaia,WISEA,2M,0.0
0.034356,286.80603,43.62981,7878794,13.463," 0-17",4160,124,124,4.646,0.052,0.021,0.603,0.059,0.059,15.97,1.26,1181.0,41.3,,,0,0,,0,M17,Simbad,286.80603,43.62981,286.8060417,43.6298056,J190713.45+433747.3,,,,M0,,1,1,-0.319,N,-0.117,N,-0.055,N,-1.535,N,-3.097,N,-3.005,N,-0.443,N,-1.55,N,-1.352,N,-0.031,N,286.80604,43.62981,0.0,286.80603,43.62981,7878794,13.463," 0-17",4160,124,124,4.646,0.052,0.021,0.603,0.059,0.059,15.97,1.26,1181.0,41.3,,,0,0,,0,M17,Simbad,286.80603,43.62981,286.80603,43.62981,D,J190713.44+433747.3,286.80603,43.62981,0.85,0.918,0.883,211.9,dKp7.0,13.4,10.625,10.553,0.01,186,-5,,m,0,Gaia,WISEA,2M,0.0
0.026792,288.24155,43.68531,7881668,13.911," 2-17",3810,118,157,4.772,0.119,0.051,0.474,0.063,0.095,41.55,3.15,675.4,16.1,,,0,0,,0,M17,Simbad,288.24155,43.68531,288.2415417,43.6853056,J191257.97+434107.1,,,,M0,,1,1,-0.218,N,0.016,N,0.16,N,-0.814,N,-2.777,N,-3.038,N,-0.439,N,-1.378,N,-1.015,N,-0.109,N,288.24154,43.68531,0.0,288.24155,43.68531,7881668,13.911," 2-17",3810,118,157,4.772,0.119,0.051,0.474,0.063,0.095,41.55,3.15,675.4,16.1,,,0,0,,0,M17,Simbad,288.24155,43.68531,288.24155,43.68531,D,J191257.97+434107.1,288.24155,43.68531,0.755,0.89,0.763,221.7,dMr0.0,13.56,10.6,10.441,0.01,118,-46,,m,0,Gaia,WISEA,2M,0.0
0.017628,296.83463,43.6510311,7906865,12.885," 1-17",4097,109,121,4.655,0.056,0.021,0.589,0.055,0.061,24.88,1.87,1835.0,49.2,,,0,0,,0,M17,Simbad,296.83463,43.65103,296.834625,43.6510278,J194720.31+433903.7,,,,M0,,1,1,-0.296,N,-0.006,N,-0.726,N,-0.172,N,-4.051,N,-4.78,N,-0.678,N,-1.706,N,-1.357,N,0.082,N,296.83462,43.65103,0.010944,296.83463,43.6510311,7906865,12.885," 1-17",4097,109,121,4.655,0.056,0.021,0.589,0.055,0.061,24.88,1.87,1835.0,49.2,,,0,0,,0,M17,Simbad,296.83463,43.65103,296.83463,43.65102806,D,J194720.31+433903.7,296.83463,43.651028,0.817,0.923,0.873,39.1,dKs7.5,12.807,9.945,9.896,0.01,104,-8,,m,0,Gaia,WISEA,2M,0.0
0.716923,296.90594,43.6825289,7907119,14.329," 1-17",4074,127,155,4.651,0.06,0.024,0.598,0.057,0.063,9.11,0.63,11540.5,496.2,,,0,0,,0,M17,Simbad,296.90594,43.68253,296.9057917,43.6823611,J194737.39+434056.5,,,,M0,,0,1,0.484,N,0.712,N,1.024,Y,-0.349,N,2.164,N,2.187,Y,-0.68,N,-1.246,N,-1.123,N,-0.002,N,296.90579,43.68236,0.654005,296.90594,43.6825289,7907119,14.329," 1-17",4074,127,155,4.651,0.06,0.024,0.598,0.057,0.063,9.11,0.63,11540.5,496.2,,,0,0,,0,M17,Simbad,296.90594,43.68253,296.9058,43.68237806,D,J194737.39+434056.5,296.9058,43.682378,0.762,0.878,0.823,80.2,dKp7.5,14.213,11.335,11.194,0.03,186,,,m,0,Gaia,WISEA,2M,0.0
0.030713,299.39847,43.6897511,7917325,14.936," 1-17",4014,140,154,4.646,0.056,0.02,0.62,0.043,0.064,40.98,3.63,1367.7,32.2,,,0,0,,0,M17,Simbad,299.39847,43.68975,299.3984583,43.68975,J195735.63+434123.1,,,,M0,,1,1,-0.489,N,0.056,N,-0.049,N,-0.989,N,-2.265,N,-3.173,N,-0.576,N,-1.423,N,-1.217,N,-0.075,N,299.39846,43.68975,3.6E-5,299.39847,43.6897511,7917325,14.936," 1-17",4014,140,154,4.646,0.056,0.02,0.62,0.043,0.064,40.98,3.63,1367.7,32.2,,,0,0,,0,M17,Simbad,299.39847,43.68975,299.39847,43.68975111,D,J195735.63+434123.1,299.39847,43.689751,0.727,0.885,0.719,84.2,dMs0.5,14.825,11.836,11.722,0.04,198,-16,,m,0,Gaia,WISEA,2M,0.0
0.039992,287.88934,43.7703511,7949846,13.409," 0-17",3530,42,47,4.876,0.035,0.031,0.39,0.036,0.04,26.3,2.06,2540.1,66.0,,,0,0,,0,M17,Simbad,287.88934,43.77035,287.8893333,43.7703611,J191133.44+434613.3,,,,M2,,1,1,0.275,N,-0.912,N,-1.917,N,0.149,N,-4.458,N,-7.036,N,-0.33,N,-1.188,N,-0.789,N,0.164,N,287.88933,43.77036,0.044434,287.88934,43.7703511,7949846,13.409," 0-17",3530,42,47,4.876,0.035,0.031,0.39,0.036,0.04,26.3,2.06,2540.1,66.0,,,0,0,,0,M17,Simbad,287.88934,43.77035,287.88933,43.77036111,D,J191133.43+434613.2,287.88933,43.770361,0.641,0.828,0.659,49.3,dMs1.0,13.367,10.077,9.878,0.0,73,-14,,m,0,Gaia,WISEA,2M,0.0
0.124423,289.82562,43.7984389,7954276,13.907," 1-17",3972,87,87,4.688,0.039,0.021,0.568,0.041,0.037,21.51,2.99,927.3,29.3,,,0,0,,0,M17,Simbad,289.82562,43.79844,289.8255833,43.7984167,J191918.14+434754.3,,,,M0,,1,1,-0.329,N,0.028,N,0.078,N,-0.673,N,-1.11,N,-2.889,N,-0.616,N,-1.535,N,-1.212,N,-0.153,N,289.82558,43.79842,3.6E-5,289.82562,43.7984389,7954276,13.907," 1-17",3972,87,87,4.688,0.039,0.021,0.568,0.041,0.037,21.51,2.99,927.3,29.3,,,0,0,,0,M17,Simbad,289.82562,43.79844,289.82562,43.79843889,D,J191918.14+434754.3,289.82562,43.798439,0.81,0.909,0.857,33.2,dKs7.5,13.883,11.05,10.511,0.02,212,-17,,m,0,Gaia,WISEA,2M,0.0
0.080704,300.0806,43.78688,7988823,15.723," 1-17",3553,81,81,4.887,0.06,0.049,0.383,0.048,0.072,27.04,2.94,294.0,17.6,,,0,0,,0,M17,Simbad,300.0806,43.78688,300.0805833,43.7868611,J200019.34+434712.7,,,,M1,,1,1,1.112,Y,1.099,Y,0.782,N,0.011,N,-3.143,N,-2.968,N,-0.18,N,-1.297,N,-0.902,N,-0.272,N,300.08058,43.78686,0.0,300.0806,43.78688,7988823,15.723," 1-17",3553,81,81,4.887,0.06,0.049,0.383,0.048,0.072,27.04,2.94,294.0,17.6,,,0,0,,0,M17,Simbad,300.0806,43.78688,300.0806,43.78688,D,J200019.34+434712.7,300.0806,43.78688,0.64,0.836,0.691,73.1,dMs1.0,15.426,12.346,12.252,0.11,272,-16,,m,0,Gaia,WISEA,2M,0.0
0.199721,282.54959,43.8688011,8008320,14.403," 1-17",3628,58,65,4.825,0.042,0.039,0.454,0.032,0.045,29.59,2.15,1041.9,28.7,,,,,,0,M17,Simbad,282.54959,43.8688,282.5496667,43.8688056,J185011.92+435207.7,14.61,13.87,,M0,,1,1,-0.234,N,-0.049,N,0.025,N,-0.298,N,-2.313,N,-2.771,N,-0.451,N,-1.349,N,-1.145,N,-0.26,N,282.54967,43.86881,0.208409,282.54959,43.8688011,8008320,14.403," 1-17",3628,58,65,4.825,0.042,0.039,0.454,0.032,0.045,29.59,2.15,1041.9,28.7,,,,,,0,M17,Simbad,282.54959,43.8688,282.54967,43.86880611,D,J185011.92+435207.7,282.54967,43.868806,0.689,0.849,0.701,107.6,dMs0.5,14.491,11.221,11.064,0.01,195,-15,,m,0,Gaia,WISEA,2M,0.0
0.058821,298.68948,43.8517269,8052057,14.4," 6- 9",2661,0,0,5.283,0.0,0.0,0.094,0.0,0.0,79.72,6.59,5619.5,150.1,,,,,,0,M17,Simbad,298.68948,43.85173,298.6894583,43.8517222,J195445.47+435106.2,,,,M3,,1,1,4.852,Y,4.116,N,11.878,N,2.418,N,12.51,N,-12.92,N,0.249,N,-0.396,N,-0.581,N,-2.488,N,298.68946,43.85172,1.44E-4,298.68948,43.8517269,8052057,14.4," 6- 9",2661,0,0,5.283,0.0,0.0,0.094,0.0,0.0,79.72,6.59,5619.5,150.1,,,,,,0,M17,Simbad,298.68948,43.85173,298.68948,43.85172694,D,J195445.47+435106.2,298.68948,43.851727,0.519,0.789,0.464,37.1,dMr3.5,15.808,11.817,11.492,0.01,90,-55,,m,0,Gaia,WISEA,2M,0.0
0.038895,281.68793,43.935745,8075755,13.407," 1-17",4045,129,158,4.714,0.084,0.039,0.517,0.061,0.067,18.34,1.51,1855.9,58.6,,,0,0,,2,M17,Simbad,281.68793,43.93574,281.6879167,43.93575,J184645.10+435608.7,,,,M0,,1,1,0.076,N,0.95,N,1.17,N,16.208,N,3.648,N,4.46,N,-0.697,N,-1.266,N,-0.97,N,-0.106,N,281.68792,43.93575,0.0,281.68793,43.935745,8075755,13.407," 1-17",4045,129,158,4.714,0.084,0.039,0.517,0.061,0.067,18.34,1.51,1855.9,58.6,,,0,0,,2,M17,Simbad,281.68793,43.93574,281.68793,43.935745,D,J184645.10+435608.6,281.68793,43.935745,0.703,0.853,0.758,78.3,dMp0.5,13.531,10.519,10.379,0.01,124,-4,,m,0,Gaia,WISEA,2M,0.0
0.047936,300.76361,43.9901311,8128926,13.884," 1-17",4063,109,121,4.65,0.053,0.021,0.602,0.051,0.057,18.6,1.8,1646.5,52.8,,,,,,0,M17,Simbad,300.76361,43.99013,300.763625,43.9901389,J200303.27+435924.5,,,,M0,,1,1,-0.3,N,-0.139,N,-0.16,N,-1.159,N,-2.122,N,-3.07,N,-0.642,N,-1.614,N,-1.379,N,-0.11,N,300.76362,43.99014,0.038175,300.76361,43.9901311,8128926,13.884," 1-17",4063,109,121,4.65,0.053,0.021,0.602,0.051,0.057,18.6,1.8,1646.5,52.8,,,,,,0,M17,Simbad,300.76361,43.99013,300.76362,43.99013889,D,J200303.27+435924.5,300.76362,43.990139,0.785,0.898,0.839,157.2,dKp7.5,13.837,10.899,10.842,0.02,163,6,,m,0,Gaia,WISEA,2M,0.0
